system   I             system.c:245  al_install_system                [   0.00055] Allegro version: 5.1.12 (WIP)
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.15191] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.15193] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.15195] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15270] added dtor for object 050AB358, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15736] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15742] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18049] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18052] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18054] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18056] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18057] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18059] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18061] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18062] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18064] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.18065] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.18067] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.18069] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.18071] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.18178] added dtor for object 050E2A18, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.18789] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.18796] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20798] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20801] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20803] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20805] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20807] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20808] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20810] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20812] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20814] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.20816] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.20818] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.20820] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.20822] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20859] added dtor for object 050E2580, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.21168] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.21173] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21639] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21642] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21644] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21646] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21648] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21650] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21652] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21653] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21655] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.21656] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.21658] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.21660] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.21662] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21680] added dtor for object 050E1010, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.21706] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.21709] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21887] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21890] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21891] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21893] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21895] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21898] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21900] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21901] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21903] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.21905] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.21906] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.21908] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.21910] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21921] added dtor for object 050E1C50, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.21936] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.21939] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22004] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22007] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22008] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22010] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22012] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22013] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22015] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22016] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22018] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.22020] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.22021] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.22023] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.22025] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22042] added dtor for object 050E2270, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.22056] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.22059] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22123] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22125] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22127] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22129] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22130] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22132] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22134] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22135] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22137] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.22138] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.22140] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.22142] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.22144] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22154] added dtor for object 050AAEC0, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.22166] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.22169] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22219] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22221] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22223] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22224] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22226] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22228] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22229] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22231] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22233] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.22234] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.22236] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.22238] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.22239] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22249] added dtor for object 05F45578, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.22261] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.22264] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22310] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22313] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22314] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22316] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22318] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22320] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22322] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22323] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22325] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.22326] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.22328] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.22330] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.22332] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22341] added dtor for object 05F46C70, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.22353] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.22355] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22402] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22404] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22406] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22408] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22410] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22412] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22413] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22415] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22417] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.22419] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.22421] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.22423] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.22425] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22433] added dtor for object 05F45B98, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.22444] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.22447] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22493] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22496] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22498] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22500] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22502] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22503] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22505] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22507] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22509] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.22511] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.22512] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.22515] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.22517] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22527] added dtor for object 05F46DF8, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.22541] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.22544] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22586] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22588] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22590] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22591] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22593] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22595] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22596] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22598] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22600] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.22601] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.22603] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.22605] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.22607] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22616] added dtor for object 05F46960, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.22628] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.22631] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22681] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22683] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22685] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22686] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22688] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22690] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22691] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22693] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22695] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.22696] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.22698] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.22700] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.22702] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22710] added dtor for object 05F4C790, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.22721] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.22724] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22775] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22778] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22780] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22782] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22783] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22785] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22786] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22788] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22790] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.22791] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.22793] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.22795] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.22797] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22806] added dtor for object 05F4C918, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.22818] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.22820] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22887] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22889] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22891] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22892] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22894] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22896] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22897] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22899] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22901] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.22902] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.22904] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.22906] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.22908] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22916] added dtor for object 05F4D248, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.22928] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.22930] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22996] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23001] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23003] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23005] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23006] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23008] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23010] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23011] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23013] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.23014] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.23016] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.23018] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.23020] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.23029] added dtor for object 05F4C170, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23042] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23045] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23128] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23133] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23134] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23136] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23138] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23139] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23141] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23143] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23144] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.23146] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.23148] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.23150] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.23152] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.23167] added dtor for object 05F4D0C0, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23188] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23191] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23376] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23378] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23380] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23381] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23383] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23385] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23386] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23388] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23390] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.23391] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.23393] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.23395] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.23397] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.23408] added dtor for object 05F89780, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23422] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23424] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23540] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23543] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23545] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23547] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23548] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23550] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23552] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23553] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23555] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.23556] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.23558] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.23560] Found a format
