system   I             system.c:245  al_install_system                [   0.00033] Allegro version: 5.1.12 (WIP)
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19209] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19211] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19213] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19223] added dtor for object 05CDA470, func 77B841E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19243] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19248] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19364] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19368] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19369] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19371] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19373] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19374] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19376] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19378] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19379] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.19381] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19383] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19385] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19387] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19400] added dtor for object 05D033B0, func 77B841E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19417] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19420] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19523] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19526] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19528] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19530] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19532] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19534] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19536] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19537] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19539] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.19547] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19549] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19551] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19553] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19566] added dtor for object 05D030A0, func 77B841E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19584] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19587] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19661] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19664] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19666] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19667] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19669] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19671] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19673] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19675] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19677] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.19678] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19680] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19682] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19684] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19696] added dtor for object 05D025E8, func 77B841E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19712] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19715] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19813] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19816] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19819] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19822] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19825] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19827] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19830] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19833] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19836] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.19838] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19841] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19844] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19847] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19861] added dtor for object 05D03FF0, func 77B841E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19882] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19887] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.20011] Font res/fonts/imagine_font.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.20014]     ascent=19.0, descent=-4.0, height=23.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.20017] added dtor for object 05003048, func 77B81AA0
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.20044] Font res/fonts/imagine_font.ttf loaded with pixel size 0 x 70.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.20047]     ascent=44.0, descent=-9.0, height=53.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.20049] added dtor for object 05002AA8, func 77B81AA0
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.20075] Font res/fonts/imagine_font.ttf loaded with pixel size 0 x 165.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.20078]     ascent=104.0, descent=-21.0, height=124.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.20081] added dtor for object 05DAAB48, func 77B81AA0
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.20114] Font res/fonts/visitor2.ttf loaded with pixel size 0 x 14.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.20117]     ascent=8.0, descent=-2.0, height=10.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.20120] added dtor for object 05DAA728, func 77B81AA0
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   0.20123] Loading sample res/samples/mainMenuTheme.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.20199] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.20201] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.20203] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.20205] total_samples 974592
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.20207] total_size 3898368
dtor     D               dtor.c:184  _al_register_destructor          [   0.28682] added dtor for object 05DABD40, func 77B83F6C
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   0.28690] Loading sample res/samples/round1.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.28766] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.28768] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.28770] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.28772] total_samples 2758850
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.28774] total_size 11035400
dtor     D               dtor.c:184  _al_register_destructor          [   0.50194] added dtor for object 05DABC70, func 77B83F6C
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   0.50203] Loading sample res/samples/round2.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.50281] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.50284] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.50286] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.50288] total_samples 1657456
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.50289] total_size 6629824
dtor     D               dtor.c:184  _al_register_destructor          [   0.64712] added dtor for object 05DABC08, func 77B83F6C
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   0.64721] Loading sample res/samples/round3.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.64800] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.64803] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.64805] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.64807] total_samples 2801728
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.64809] total_size 11206912
dtor     D               dtor.c:184  _al_register_destructor          [   0.91891] added dtor for object 05DAB110, func 77B83F6C
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   0.91900] Loading sample res/samples/round4.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.91983] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.91985] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.91988] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.91990] total_samples 2030973
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.91992] total_size 8123892
dtor     D               dtor.c:184  _al_register_destructor          [   1.08278] added dtor for object 04FC41B8, func 77B83F6C
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   1.08285] Loading sample res/samples/round5.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   1.08362] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.08365] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.08367] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.08369] total_samples 1839251
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.08371] total_size 7357004
dtor     D               dtor.c:184  _al_register_destructor          [   1.23266] added dtor for object 04FC40E8, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23285] added dtor for object 04FC4490, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23301] added dtor for object 04FC4288, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23320] added dtor for object 04FC4698, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23341] added dtor for object 04FC4080, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23362] added dtor for object 04FC4700, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23378] added dtor for object 04FC42F0, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23397] added dtor for object 04FC4F88, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23418] added dtor for object 04FC4FF0, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23439] added dtor for object 04FC4E50, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23458] added dtor for object 04FC4DE8, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23477] added dtor for object 04FC4D80, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23495] added dtor for object 04FC4F20, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23514] added dtor for object 05DABB38, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23534] added dtor for object 05DABBA0, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23550] added dtor for object 05DABCD8, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23564] added dtor for object 00A0A020, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23579] added dtor for object 00A0A158, func 77B83F6C
wav      I                wav.c:107  wav_open                         [   1.23593] Ignoring chunk: LIST
dtor     D               dtor.c:184  _al_register_destructor          [   1.23620] added dtor for object 04FC4EB8, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23659] added dtor for object 073CCF80, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23677] added dtor for object 073CD530, func 77B83F6C
wav      I                wav.c:107  wav_open                         [   1.23692] Ignoring chunk: LIST
dtor     D               dtor.c:184  _al_register_destructor          [   1.23711] added dtor for object 073CCCA8, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23739] added dtor for object 073CD1F0, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23756] added dtor for object 073CCB70, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23803] added dtor for object 073CD4C8, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.23950] added dtor for object 073CCD10, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.24093] added dtor for object 073CCB08, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.24114] added dtor for object 073CD0B8, func 77B83F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.24124] added dtor for object 05D50970, func 77B84AC5
dtor     D               dtor.c:184  _al_register_destructor          [   1.24127] added dtor for object 05D505F8, func 77B84AC5
dtor     D               dtor.c:184  _al_register_destructor          [   1.24131] added dtor for object 05D79438, func 77B845BB
dtor     D               dtor.c:184  _al_register_destructor          [   1.24133] added dtor for object 05022BB8, func 77B8250E
dtor     D               dtor.c:184  _al_register_destructor          [   1.24140] added dtor for object 05D0B360, func 77B845BB
dtor     D               dtor.c:184  _al_register_destructor          [   1.24143] added dtor for object 05022CA8, func 77B8250E
dtor     D               dtor.c:184  _al_register_destructor          [   1.24146] added dtor for object 04FD41A8, func 77B845BB
dtor     D               dtor.c:184  _al_register_destructor          [   1.24149] added dtor for object 05022348, func 77B8250E
dtor     D               dtor.c:184  _al_register_destructor          [   1.24152] added dtor for object 05D50720, func 77B84AC5
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.24155] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.24158]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.24161]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   1.24163] added dtor for object 05D50A98, func 77B84AC5
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.24165] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.24168]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.24170]  0.000000 0.707107
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.24264] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.24267] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.24268] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.24270] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.24272] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.24274] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.24276] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.24278] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.24280] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   1.24281] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   1.24283] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   1.24286] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   1.24290] Chose bitmap format 9
font     D                ttf.c:225  alloc_glyph_region               [   1.24828] Glyph 37: 105x105 (108x108)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.27961] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.27967] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.31692] Glyph 50: 105x105 (108x108)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.31942] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.31947] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.34718] Glyph 48: 106x105 (108x108)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.35007] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.35013] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.37413] Glyph 36: 105x105 (108x108)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.37665] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.37670] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.40236] Glyph 49: 105x105 (108x108)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.40538] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.40545] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.43378] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.43382] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.43384] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.43386] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.43387] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.43389] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.43391] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.43394] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.43396] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   1.43398] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   1.43400] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   1.43402] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   1.43404] Chose bitmap format 9
font     D                ttf.c:225  alloc_glyph_region               [   1.43547] Glyph 83: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.44138] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.44151] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.45000] Glyph 85: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.45074] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.45078] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.45784] Glyph 72: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.45864] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.45868] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.46265] Glyph 86: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.46340] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.46343] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:415  cache_glyph                      [   1.46731] Glyph 3 has zero size.
font     D                ttf.c:225  alloc_glyph_region               [   1.46739] Glyph 68: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.46812] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.46816] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.47194] Glyph 81: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.47265] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.47268] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.47639] Glyph 92: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.47704] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.47708] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.48125] Glyph 78: 41x46 (44x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48194] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48198] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.48580] Glyph 17: 11x11 (12x12)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48646] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48650] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.49187] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.49202] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.49321] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.49326] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.49360] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.49363] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.49394] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.49398] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.49719] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.49724] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.50002] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.50006] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.50152] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.50156] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.50198] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.50201] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.50224] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.50227] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.50249] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.50252] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.50271] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.50273] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.50291] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.50294] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.50312] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.50315] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.50334] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.50337] _al_d3d_sync_bitmap (video) ref count == 1
